TS,Electronics Workbench Energy,Network Equipment Energy,Home Office Energy,Total Energy
2012-04-01 08:00:00,0.0,0.018555649957519117,0.008088360237892948,0.9549022939677145
2012-04-01 09:00:00,0.0,0.019031435853865762,0.008088360237892948,1.1951741716227697
2012-04-01 10:00:00,0.0,0.018555649957519117,0.009039932030586237,0.9273067119796092
2012-04-01 11:00:00,0.0,0.019031435853865762,0.008564146134239593,1.546304163126593
2012-04-01 12:00:00,0.0,0.018555649957519117,0.009039932030586237,1.6010195412064572
2012-04-01 13:00:00,0.0,0.019507221750212404,0.008088360237892948,1.5149022939677146
2012-04-01 14:00:00,0.0,0.019031435853865762,0.010943075615972813,1.392625318606627
2012-04-01 15:00:00,0.0,0.019031435853865762,0.008088360237892948,1.0419711129991505
2012-04-01 16:00:00,0.0,0.019507221750212404,0.013322005097706032,1.0895497026338148
2012-04-01 17:00:00,0.0,0.019031435853865762,0.008564146134239593,1.0738487680543756
2012-04-01 18:00:00,0.0,0.019507221750212404,0.008564146134239593,1.2261002548853017
2012-04-01 19:00:00,0.0,0.019031435853865762,0.008088360237892948,1.2594052676295668
2012-04-01 20:00:00,0.0,0.019031435853865762,0.008564146134239593,1.1571112999150384
2012-04-01 21:00:00,0.0,0.019031435853865762,0.008564146134239593,1.1399830076465591
2012-04-01 22:00:00,0.0,0.019031435853865762,0.008088360237892948,1.4164146134239592
2012-04-01 23:00:00,0.0,0.018555649957519117,0.008088360237892948,0.7650637213254036
2012-04-02 00:00:00,0.0,0.018555649957519117,0.008088360237892948,0.939677145284622
2012-04-02 01:00:00,0.0,0.019031435853865762,0.008564146134239593,0.7417502124044181
2012-04-02 02:00:00,0.0,0.018555649957519117,0.008088360237892948,0.35017841971113
2012-04-02 03:00:00,0.0,0.019031435853865762,0.009991503823279525,0.4562786745964316
2012-04-02 04:00:00,0.0,0.019031435853865762,0.011418861512319457,1.162820730671198
2012-04-02 05:00:00,0.0,0.018555649957519117,0.008564146134239593,0.9011384876805438
2012-04-02 06:00:00,0.0,0.019507221750212404,0.041869158878504675,0.7388954970263382
2012-04-02 07:00:00,0.0,0.019031435853865762,0.017128292268479187,1.172336448598131
2012-04-02 08:00:00,0.0,0.019507221750212404,0.038062871707731524,0.6894137638062872
2012-04-02 10:00:00,0.0,0.018555649957519117,0.03520815632965166,1.369787595581988
2012-04-02 11:00:00,0.0,0.019031435853865762,0.008564146134239593,1.6100594732370435
2012-04-02 12:00:00,0.0,0.019031435853865762,0.008088360237892948,0.8744944774851318
2012-04-02 13:00:00,0.0,0.019031435853865762,0.008088360237892948,1.245607476635514
