TS,Mobile Phone Charger Energy,Total Energy
2017-09-13 07:00:00,2.1368597322732403e-05,0.04208638961159047
2017-09-13 08:00:00,2.1368597322732403e-05,0.042437838074375456
2017-09-13 09:00:00,2.218475902603121e-05,0.042794281776546934
2017-09-13 10:00:00,2.2555741618439758e-05,0.043140303670851324
2017-09-13 11:00:00,2.2555741618439758e-05,0.04353135988401337
2017-09-13 12:00:00,2.2555741618439758e-05,0.043882722938361526
2017-09-13 13:00:00,2.2555741618439758e-05,0.044508740399341495
2017-09-13 14:00:00,2.2555741618439758e-05,0.04572841508684967
2017-09-13 15:00:00,2.2555741618439758e-05,0.04633191769673694
2017-09-13 16:00:00,2.2555741618439758e-05,0.04667869045980836
2017-09-13 17:00:00,2.2562996389135748e-05,0.04702278291486992
2017-09-13 18:00:00,2.3742885914147113e-05,0.04737445264816114
2017-09-13 19:00:00,2.3742885914147113e-05,0.04771644748520464
2017-09-13 20:00:00,2.3742885914147113e-05,0.048144230315490526
2017-09-13 21:00:00,2.3742885914147113e-05,0.048500873853618454
2017-09-13 22:00:00,2.4944209988942085e-05,0.04898046530978053
2017-09-13 23:00:00,2.730431880126918e-05,0.04961885182503486
2017-09-14 00:00:00,2.730431880126918e-05,0.05086940479519898
2017-09-14 01:00:00,2.730431880126918e-05,0.05171159298836966
2017-09-14 02:00:00,2.9714881246163838e-05,0.05333261741937057
2017-09-14 03:00:00,3.086575168839125e-05,0.05548669107369387
2017-09-14 04:00:00,3.190714104557009e-05,0.05741457218963457
2017-09-14 05:00:00,3.214918657697264e-05,0.05809202036888993
2017-09-14 06:00:00,3.324004027980596e-05,0.05844906654679148
2017-09-14 07:00:00,3.324004027980596e-05,0.05880385253385893
2017-09-14 08:00:00,3.324004027980596e-05,0.05916199088451254
2017-09-14 09:00:00,3.324004027980596e-05,0.05950643255785441
2017-09-14 10:00:00,3.324004027980596e-05,0.05986697190784609
2017-09-14 11:00:00,3.324004027980596e-05,0.060216071473737094
2017-09-14 12:00:00,3.4271536767853904e-05,0.060562229559873185
2017-09-14 13:00:00,3.4427184575513315e-05,0.06108612754948719
2017-09-14 14:00:00,3.4427184575513315e-05,0.06175634272235865
2017-09-14 15:00:00,3.4427184575513315e-05,0.062457070471490524
2017-09-14 16:00:00,3.4427184575513315e-05,0.062989181521057
2017-09-14 17:00:00,3.4427184575513315e-05,0.06335386730226374
2017-09-14 18:00:00,3.530336301820622e-05,0.06373013268678818
2017-09-14 19:00:00,3.6801473166928025e-05,0.06420338479241118
2017-09-14 20:00:00,3.6801473166928025e-05,0.06487316072189322
2017-09-14 21:00:00,3.6801473166928025e-05,0.06527375267161054
2017-09-14 22:00:00,3.6801473166928025e-05,0.06579027552728746
2017-09-14 23:00:00,3.703065796846042e-05,0.06615500120973303
2017-09-15 00:00:00,4.074081365485027e-05,0.06687063025787446
2017-09-15 01:00:00,4.155005034975745e-05,0.06750263785111318
2017-09-15 02:00:00,4.155005034975745e-05,0.0682524266466013
2017-09-15 03:00:00,4.192960676207944e-05,0.06932516815486747
2017-09-15 04:00:00,4.2737194645464806e-05,0.07024062656420689
2017-09-15 05:00:00,4.2737194645464806e-05,0.07118038911490249
2017-09-15 06:00:00,4.386531148869116e-05,0.0715864303866994
2017-09-15 07:00:00,4.392433894117216e-05,0.07193885131851996
2017-09-15 08:00:00,4.392433894117216e-05,0.07229013951682503
2017-09-15 09:00:00,4.392433894117216e-05,0.0726389723050118
2017-09-15 10:00:00,4.392433894117216e-05,0.07298520953410094
2017-09-15 11:00:00,4.392433894117216e-05,0.07333768982313629
2017-09-15 12:00:00,4.451329441676475e-05,0.0736796701506384
2017-09-15 13:00:00,4.5111483236879516e-05,0.0742914425395945
2017-09-15 14:00:00,4.5111483236879516e-05,0.07521905104103817
2017-09-15 15:00:00,4.5111483236879516e-05,0.07587870854397313
2017-09-15 16:00:00,4.5111483236879516e-05,0.07649002190380155
2017-09-15 17:00:00,4.5111483236879516e-05,0.07713563087304605
2017-09-15 18:00:00,4.5111483236879516e-05,0.0777993467606608
2017-09-15 19:00:00,4.5111483236879516e-05,0.07843263877807502
2017-09-15 20:00:00,4.5111483236879516e-05,0.07904769296148413
2017-09-15 21:00:00,4.5111483236879516e-05,0.0795664710615606
2017-09-15 22:00:00,4.7034656995925434e-05,0.07996362128210728
2017-09-15 23:00:00,4.867291612400158e-05,0.08042228734148368
2017-09-16 00:00:00,4.867291612400158e-05,0.08088438688597312
2017-09-16 01:00:00,4.867291612400158e-05,0.08150535139916333
2017-09-16 02:00:00,4.95596469604341e-05,0.08216598433899461
2017-09-16 03:00:00,4.9860060419708936e-05,0.08287748575237233
2017-09-16 04:00:00,4.9860060419708936e-05,0.08413852252571677
2017-09-16 05:00:00,4.9860060419708936e-05,0.08506229852965914
2017-09-16 06:00:00,4.9860060419708936e-05,0.08547820299197957
2017-09-16 07:00:00,4.9860060419708936e-05,0.08583172203227366
2017-09-16 08:00:00,4.9860060419708936e-05,0.086193839624654
2017-09-16 09:00:00,4.9860060419708936e-05,0.08653816093475479
2017-09-16 10:00:00,4.9860060419708936e-05,0.08688730666736841
2017-09-16 11:00:00,4.9860060419708936e-05,0.0872379462232208
2017-09-16 12:00:00,4.9860060419708936e-05,0.08758109555809188
2017-09-16 13:00:00,2.130132581264232e-05,0.03753007275578698
2017-09-16 14:00:00,0.0,0.0
2017-09-16 15:00:00,0.0,0.0
2017-09-16 16:00:00,0.0,0.0
2017-09-16 17:00:00,0.0,0.0
2017-09-16 18:00:00,0.0,0.0
2017-09-16 19:00:00,0.0,0.0
2017-09-16 20:00:00,0.0,0.0
2017-09-16 21:00:00,0.0,0.0
2017-09-16 22:00:00,0.0,0.0
2017-09-16 23:00:00,0.0,0.0
2017-09-17 00:00:00,0.0,0.0
2017-09-17 01:00:00,0.0,0.0
2017-09-17 02:00:00,0.0,0.0
2017-09-17 03:00:00,0.0,0.0
2017-09-17 04:00:00,0.0,0.0
2017-09-17 05:00:00,0.0,0.0
2017-09-17 06:00:00,0.0,0.0
2017-09-17 07:00:00,6.054435908107514e-05,0.0986260882279705
2017-09-17 08:00:00,6.054435908107514e-05,0.09897714856052325
2017-09-17 09:00:00,6.054435908107514e-05,0.09933003775481601
2017-09-17 10:00:00,6.054435908107514e-05,0.09967898299194858
2017-09-17 11:00:00,6.054435908107514e-05,0.10003384845173137
2017-09-17 12:00:00,6.064130919855791e-05,0.10038380144246607
2017-09-17 13:00:00,6.17315033767825e-05,0.10072936002073284
2017-09-17 14:00:00,6.17315033767825e-05,0.10113954574517099
2017-09-17 15:00:00,6.17315033767825e-05,0.10165137575349452
2017-09-17 16:00:00,6.387924526509972e-05,0.10208165752252286
2017-09-17 17:00:00,6.576383683453514e-05,0.1026594459274405
2017-09-17 18:00:00,6.648008055961192e-05,0.10339250225384293
2017-09-17 19:00:00,6.648008055961192e-05,0.10471803855534698
2017-09-17 20:00:00,6.648008055961192e-05,0.10855074677476804
2017-09-17 21:00:00,6.700901929581041e-05,0.11059167667412821
2017-09-17 22:00:00,7.122338154557152e-05,0.11124239366146729
2017-09-17 23:00:00,7.24158020381487e-05,0.1118008022655198
2017-09-18 00:00:00,7.24158020381487e-05,0.11233402791167503
2017-09-18 01:00:00,7.24158020381487e-05,0.11335778982487414
2017-09-18 02:00:00,7.24158020381487e-05,0.11455866938008283
2017-09-18 03:00:00,7.521350542836569e-05,0.11547513785136052
2017-09-18 04:00:00,7.716437922097811e-05,0.11672098808130213
2017-09-18 05:00:00,7.794294802157953e-05,0.11755861104513118
2017-09-18 06:00:00,7.835152351668547e-05,0.11795821337817311
2017-09-18 07:00:00,7.835152351668547e-05,0.11831506895346275
2017-09-18 08:00:00,7.835152351668547e-05,0.1186665147781493
2017-09-18 09:00:00,7.835152351668547e-05,0.1190125228224369
2017-09-18 10:00:00,4.829764662163631e-05,0.07250394750210497
2017-09-18 11:00:00,7.953866781239282e-05,0.11972683117254937
2017-09-18 12:00:00,7.953866781239282e-05,0.12007808804343552
2017-09-18 13:00:00,7.965375485661557e-05,0.12047661831922596
2017-09-18 14:00:00,8.072581210810018e-05,0.12171189538040277
2017-09-18 15:00:00,8.072581210810018e-05,0.1234193831578454
2017-09-18 16:00:00,8.072581210810018e-05,0.12489257613708722
2017-09-18 17:00:00,8.072581210810018e-05,0.12646503482471305
2017-09-18 18:00:00,8.171180139814602e-05,0.12721422246352032
2017-09-18 19:00:00,8.428724499522226e-05,0.12815385179024494
2017-09-18 20:00:00,8.54001927724479e-05,0.1292418965777697
2017-09-18 21:00:00,8.547438929092961e-05,0.13025792061849692
2017-09-18 22:00:00,8.547438929092961e-05,0.13092117384959867
2017-09-18 23:00:00,8.547438929092961e-05,0.13152101214075984
2017-09-19 00:00:00,8.560530492576178e-05,0.132111023515251
2017-09-19 01:00:00,8.666153358663697e-05,0.13270617324596876
2017-09-19 02:00:00,8.666153358663697e-05,0.13329090413668016
2017-09-19 03:00:00,8.666153358663697e-05,0.13420291521088978
2017-09-19 04:00:00,8.68214683042531e-05,0.13525247179106079
2017-09-19 05:00:00,8.852139298324515e-05,0.13595128032358125
2017-09-19 06:00:00,8.903582217805168e-05,0.1363363790509527
2017-09-19 07:00:00,8.903582217805168e-05,0.1366882529071103
2017-09-19 08:00:00,8.909847701588067e-05,0.1370500341419402
2017-09-19 09:00:00,9.022296647375903e-05,0.1374154200085191
2017-09-19 10:00:00,9.022296647375903e-05,0.13775205258073137
2017-09-19 11:00:00,9.022296647375903e-05,0.13809225087274068
2017-09-19 12:00:00,9.022296647375903e-05,0.1384267643923851
2017-09-19 13:00:00,9.022296647375903e-05,0.13903728434410922
2017-09-19 14:00:00,9.022296647375903e-05,0.14034592560371154
2017-09-19 15:00:00,9.054382519590438e-05,0.1410709126465262
2017-09-19 16:00:00,9.141011076946639e-05,0.14182698506272395
2017-09-19 17:00:00,9.141011076946639e-05,0.14253484688954843
2017-09-19 18:00:00,9.141011076946639e-05,0.14329328436099306
2017-09-19 19:00:00,9.141011076946639e-05,0.14372825699880099
2017-09-19 20:00:00,9.141011076946639e-05,0.14406395667345417
2017-09-19 21:00:00,9.141011076946639e-05,0.14463541957784953
2017-09-19 22:00:00,9.141011076946639e-05,0.14518258592542171
2017-09-19 23:00:00,9.143978937685907e-05,0.14572847114644144
2017-09-20 00:00:00,9.560600633018316e-05,0.14636507298810453
2017-09-20 01:00:00,9.853297654371052e-05,0.1473362526530614
2017-09-20 02:00:00,9.907939268204026e-05,0.14845584250262156
2017-09-20 03:00:00,9.972012083941787e-05,0.14994768354017513
2017-09-20 04:00:00,9.972012083941787e-05,0.153585967532329
2017-09-20 05:00:00,0.00010049704082849747,0.15786016976888909
2017-09-20 06:00:00,0.00010090726513512523,0.15992195713400023
2017-09-20 07:00:00,0.00010090726513512523,0.16026661381236454
2017-09-20 08:00:00,0.00010090726513512523,0.16060724805014026
2017-09-20 09:00:00,0.00010104114863069667,0.16097387843965583
2017-09-20 10:00:00,0.00010209440943083258,0.1613170973543731
2017-09-20 11:00:00,0.00010209440943083258,0.1616561972081466
2017-09-20 12:00:00,0.00010209440943083258,0.16199551734313944
2017-09-20 13:00:00,0.00010209440943083258,0.16278914671794342
2017-09-20 14:00:00,0.00010209440943083258,0.16387738606522773
2017-09-20 15:00:00,0.00010209440943083258,0.1644727643212224
2017-09-20 16:00:00,0.00010209440943083258,0.16484250634784195
2017-09-20 17:00:00,0.00010209440943083258,0.16519051802789086
2017-09-20 18:00:00,0.00010209440943083258,0.16552278553648025
2017-09-20 19:00:00,0.00010209440943083258,0.16587057495673604
2017-09-20 20:00:00,0.00010209440943083258,0.16621773980718735
2017-09-20 21:00:00,0.00010209440943083258,0.16656188733255373
2017-09-20 22:00:00,0.00010209440943083258,0.16698762431750336
2017-09-20 23:00:00,0.00010209440943083258,0.16732547931857789
2017-09-21 00:00:00,0.00010291353899487066,0.16768257759892352
2017-09-21 01:00:00,0.00010863095782791904,0.16830084465646405
2017-09-21 02:00:00,0.0001107711151832359,0.16907105167431372
2017-09-21 03:00:00,0.00011159156379649144,0.1701507633684072
2017-09-21 04:00:00,0.00011159156379649144,0.17146007470501198
2017-09-21 05:00:00,0.00011199255475859703,0.17203891768977897
2017-09-21 06:00:00,0.00011277870809219879,0.17240414230259105
2017-09-21 07:00:00,0.00011277870809219879,0.17275493453839033
2017-09-21 08:00:00,0.00011277870809219879,0.17309250264626008
2017-09-21 09:00:00,0.00011277870809219879,0.17343107916725656
2017-09-21 10:00:00,0.00011277870809219879,0.17377523691525437
2017-09-21 11:00:00,0.00011277870809219879,0.17410322246032162
2017-09-21 12:00:00,0.00011277870809219879,0.17444631375702713
2017-09-21 13:00:00,0.00011335546236252995,0.17500063561684168
2017-09-21 14:00:00,0.00011396585238790615,0.17596501525332028
2017-09-21 15:00:00,0.00011396585238790615,0.17667058787022788
2017-09-21 16:00:00,0.00011396585238790615,0.17729155864890186
2017-09-21 17:00:00,0.00011396585238790615,0.1778769645630503
2017-09-21 18:00:00,0.00011396585238790615,0.17835034890335735
2017-09-21 19:00:00,0.00011396585238790615,0.17884865799767738
2017-09-21 20:00:00,0.00011396585238790615,0.17934337894836364
2017-09-21 21:00:00,0.00011396585238790615,0.18005675967711393
2017-09-21 22:00:00,0.00011396585238790615,0.18066659768039262
2017-09-21 23:00:00,0.00011396585238790615,0.18117762900441498
2017-09-22 00:00:00,0.00011396585238790615,0.18194390393654744
2017-09-22 01:00:00,0.00011396585238790615,0.1827317278459831
2017-09-22 02:00:00,0.00011396585238790615,0.18353936717228794
2017-09-22 03:00:00,0.0001147045199496796,0.18455818495925774
