Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,177496,-,-,-,42.37,-124.1,-8,710,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.0
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2018,1,1,0,0,0,0,0,0,0,0,0,7,160.20000000000002,0,0.08,1.3,1.9000000000000001,170,87.85000000000001,8.9,971,0.0000,0.0000,N/A
2018,1,1,0,30,0,0,0,0,0,0,0,7,160.52,0,0.08,1.3,1.9000000000000001,164,88.45,8.8,971,0.0000,0.0000,N/A
2018,1,1,1,0,0,0,0,0,0,0,0,6.9,158.91,0,0.08,1.2000000000000002,1.8,158,88.99,8.6,971,0.0000,0.0000,N/A
2018,1,1,1,30,0,0,0,0,0,0,0,6.9,155.75,0,0.08,1.3,1.8,151,90.82000000000001,8.3,971,0.0000,0.0000,N/A
2018,1,1,2,0,0,0,0,0,0,0,0,6.6000000000000005,151.58,0,0.08,1.3,1.7000000000000002,144,90.78,8,971,0.0000,0.0000,N/A
2018,1,1,2,30,0,0,0,0,0,0,0,6.6000000000000005,146.79,0,0.08,1.3,1.7000000000000002,140,93.92,7.5,971,0.0000,0.0000,N/A
2018,1,1,3,0,0,0,0,0,0,0,0,6.1000000000000005,141.63,0,0.08,1.2000000000000002,1.7000000000000002,135,94.01,7,971,0.0000,0.0000,N/A
2018,1,1,3,30,0,0,0,0,0,0,0,6.1000000000000005,136.26,0,0.08,1.2000000000000002,1.6,131,97.28,6.5,971,0.0000,0.0000,N/A
2018,1,1,4,0,0,0,0,0,0,0,0,5.7,130.77,0,0.08,1.1,1.6,126,97.03,6.1000000000000005,971,0.0000,0.0000,N/A
2018,1,1,4,30,0,0,0,0,0,0,0,5.7,125.24000000000001,0,0.08,1,1.5,123,98.38,5.9,971,0.0000,0.0000,N/A
2018,1,1,5,0,0,0,0,0,0,0,0,5.300000000000001,119.71000000000001,0,0.08,0.9,1.5,120,98.27,5.6000000000000005,971,0.0000,0.0000,N/A
2018,1,1,5,30,0,0,0,0,0,0,0,5.300000000000001,114.21000000000001,0,0.08,0.9,1.5,118,98.95,5.5,971,0.0000,0.0000,N/A
