Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,177496,-,-,-,42.37,-124.1,-8,710,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2017,1,1,0,0,0,0,0,0,0,0,4,1,160.16,0,0.866,3.4000000000000004,0.559,330.20000000000005,91.61,2,940,0.0000,0.0000,N/A
2017,1,1,0,30,0,0,0,0,0,0,4,1,160.49,0,0.866,3.3000000000000003,0.5730000000000001,330.20000000000005,98.32000000000001,2,940,0.0000,0.0000,N/A
2017,1,1,1,0,0,0,0,0,0,0,4,1,158.89000000000001,0,0.866,3.2,0.588,325.8,96.69,2,940,0.0000,0.0000,N/A
2017,1,1,1,30,0,0,0,0,0,0,4,1,155.74,0,0.866,3.2,0.612,325.8,96.67,1,940,0.0000,0.0000,N/A
2017,1,1,2,0,0,0,0,0,0,0,4,1,151.58,0,0.866,3.2,0.636,319.1,95.72,1,940,0.0000,0.0000,N/A
2017,1,1,2,30,0,0,0,0,0,0,4,1,146.79,0,0.866,3.2,0.655,319.1,95.7,1,940,0.0000,0.0000,N/A
2017,1,1,3,0,0,0,0,0,0,0,4,1,141.64000000000001,0,0.866,3.3000000000000003,0.674,315.1,95.66,1,940,0.0000,0.0000,N/A
2017,1,1,3,30,0,0,0,0,0,0,4,1,136.27,0,0.866,3.3000000000000003,0.678,315.1,95.62,1,940,0.0000,0.0000,N/A
2017,1,1,4,0,0,0,0,0,0,0,4,1,130.78,0,0.866,3.4000000000000004,0.683,314.70000000000005,95.17,2,940,0.0000,0.0000,N/A
2017,1,1,4,30,0,0,0,0,0,0,4,1,125.25,0,0.866,3.4000000000000004,0.6900000000000001,314.70000000000005,95.14,1,940,0.0000,0.0000,N/A
2017,1,1,5,0,0,0,0,0,0,0,4,1,119.72,0,0.866,3.4000000000000004,0.6980000000000001,313.70000000000005,94.07000000000001,1,940,0.0000,0.0000,N/A
2017,1,1,5,30,0,0,0,0,0,0,4,1,114.22,0,0.866,3.3000000000000003,0.716,313.70000000000005,94.05,1,940,0.0000,0.0000,N/A
2017,1,1,6,0,0,0,0,0,0,0,4,1,108.81,0,0.866,3.3000000000000003,0.735,309.70000000000005,94.01,1,940,0.0000,0.0000,N/A
2017,1,1,6,30,0,0,0,0,0,0,4,1,103.5,0,0.866,3.3000000000000003,0.751,309.70000000000005,93.98,1,940,0.0000,0.0000,N/A
2017,1,1,7,0,0,0,0,0,0,0,4,1,98.33,0,0.866,3.4000000000000004,0.767,306.90000000000003,95.14,1,940,0.0000,0.0000,N/A
2017,1,1,7,30,0,0,0,0,0,0,8,1,93.35000000000001,0,0.866,3.4000000000000004,0.766,306.90000000000003,95.12,1,940,0.0000,0.0000,N/A
2017,1,1,8,0,0,0,0,8,0,8,4,1,88.59,4,0.866,3.5,0.765,305.8,96.16,2,940,0.0000,0.0000,N/A
2017,1,1,8,30,1,0,1,54,74,61,4,1,84.11,4,0.866,3.5,0.756,305.8,96.15,2,940,0.0000,0.0000,N/A
2017,1,1,9,0,4,0,4,93,203,129,8,1,79.96000000000001,4,0.866,3.6,0.748,304.5,89.36,2,940,0.1907,0.1453,N/A
2017,1,1,9,30,6,0,6,123,313,198,8,1,76.19,4,0.866,3.6,0.735,304.5,89.35000000000001,2,940,0.2905,0.2228,N/A
2017,1,1,10,0,8,0,8,107,570,275,8,1,72.87,4,0.866,3.6,0.722,303.6,87.92,2,940,0.3989,0.3076,N/A
2017,1,1,10,30,10,0,10,118,627,332,8,1,70.08,0,0.866,3.5,0.711,303.6,87.89,2,940,0.5116,0.3961,N/A
2017,1,1,11,0,19,0,19,126,665,377,8,0,67.87,0,0.866,3.5,0.7010000000000001,301.90000000000003,86.23,2,940,0.9908,0.7691,N/A
2017,1,1,11,30,16,0,16,132,689,408,8,0,66.32000000000001,0,0.866,3.5,0.6950000000000001,301.90000000000003,86.19,2,940,0.8449,0.6569,N/A
2017,1,1,12,0,170,302,295,137,692,425,8,0,65.46000000000001,0,0.866,3.6,0.6890000000000001,299.90000000000003,84.69,2,940,15.6808,12.2008,N/A
2017,1,1,12,30,17,0,17,138,694,428,8,0,65.33,0,0.866,3.5,0.6880000000000001,299.90000000000003,84.66,2,940,0.9045,0.7039,N/A
2017,1,1,13,0,52,0,52,128,711,418,8,0,65.93,0,0.866,3.5,0.687,297.7,84.15,2,940,2.7542,2.1421,N/A
2017,1,1,13,30,102,603,335,123,692,391,8,0,67.25,0,0.866,3.4000000000000004,0.6880000000000001,297.7,84.12,2,940,17.5587,13.6393,N/A
2017,1,1,14,0,11,0,11,125,629,348,8,0,69.23,0,0.866,3.4000000000000004,0.6890000000000001,295.2,83.8,2,940,0.5670,0.4395,N/A
2017,1,1,14,30,9,0,9,114,580,295,8,0,71.82000000000001,4,0.866,3.3000000000000003,0.6920000000000001,295.2,83.78,2,940,0.4531,0.3500,N/A
2017,1,1,15,0,7,0,7,106,481,231,8,0,74.96000000000001,4,0.866,3.3000000000000003,0.6950000000000001,292.1,83.04,2,940,0.3424,0.2632,N/A
2017,1,1,15,30,5,0,5,87,377,161,8,0,78.58,4,0.866,3.2,0.7000000000000001,292.1,89.12,1,940,0.2387,0.1823,N/A
2017,1,1,16,0,2,0,2,62,220,90,8,0,82.60000000000001,4,0.866,3.2,0.705,288.5,87.61,1,940,0.0000,0.0000,N/A
2017,1,1,16,30,0,0,0,26,46,29,8,0,86.97,4,0.866,3.1,0.711,288.5,87.60000000000001,1,940,0.0000,0.0000,N/A
2017,1,1,17,0,0,0,0,0,0,0,8,0,91.64,0,0.866,3.1,0.718,283.8,87.18,1,930,0.0000,0.0000,N/A
2017,1,1,17,30,0,0,0,0,0,0,4,0,96.54,0,0.866,3.1,0.724,283.8,87.17,1,930,0.0000,0.0000,N/A
2017,1,1,18,0,0,0,0,0,0,0,8,0,101.65,0,0.866,3.1,0.73,279.40000000000003,87.76,1,930,0.0000,0.0000,N/A
2017,1,1,18,30,0,0,0,0,0,0,8,0,106.91,0,0.866,3.1,0.733,279.40000000000003,87.75,1,930,0.0000,0.0000,N/A
2017,1,1,19,0,0,0,0,0,0,0,8,0,112.29,0,0.866,3.1,0.737,275.3,88.82000000000001,1,930,0.0000,0.0000,N/A
2017,1,1,19,30,0,0,0,0,0,0,8,0,117.76,0,0.866,3.1,0.739,275.3,88.81,1,930,0.0000,0.0000,N/A
2017,1,1,20,0,0,0,0,0,0,0,8,0,123.28,0,0.866,3.1,0.741,270.90000000000003,90.16,1,930,0.0000,0.0000,N/A
2017,1,1,20,30,0,0,0,0,0,0,8,0,128.82,0,0.866,3.1,0.742,270.90000000000003,90.16,1,930,0.0000,0.0000,N/A
2017,1,1,21,0,0,0,0,0,0,0,6,0,134.32,0,0.866,3.2,0.743,267.1,91.22,1,930,0.0000,0.0000,N/A
2017,1,1,21,30,0,0,0,0,0,0,8,0,139.74,0,0.866,3.2,0.742,267.1,91.21000000000001,1,930,0.0000,0.0000,N/A
2017,1,1,22,0,0,0,0,0,0,0,4,0,144.98,0,0.866,3.2,0.742,265.90000000000003,91.99,1,930,0.0000,0.0000,N/A
2017,1,1,22,30,0,0,0,0,0,0,6,0,149.91,0,0.866,3.1,0.743,265.90000000000003,91.97,1,930,0.0000,0.0000,N/A
2017,1,1,23,0,0,0,0,0,0,0,6,0,154.32,0,0.866,3.1,0.744,266.40000000000003,92.58,1,930,0.0000,0.0000,N/A
2017,1,1,23,30,0,0,0,0,0,0,8,0,157.86,0,0.866,3,0.749,266.40000000000003,92.56,1,930,0.0000,0.0000,N/A
2017,1,2,0,0,0,0,0,0,0,0,4,0,160.05,0,0.866,2.9000000000000004,0.754,266.8,92.92,1,930,0.0000,0.0000,N/A
2017,1,2,0,30,0,0,0,0,0,0,6,0,160.41,0,0.866,2.8000000000000003,0.762,266.8,92.91,1,930,0.0000,0.0000,N/A
2017,1,2,1,0,0,0,0,0,0,0,9,1,158.84,0,0.866,2.8000000000000003,0.771,266.1,93.09,1,930,0.0000,0.0000,N/A
2017,1,2,1,30,0,0,0,0,0,0,6,1,155.73,0,0.866,2.7,0.778,266.1,93.09,1,930,0.0000,0.0000,N/A
2017,1,2,2,0,0,0,0,0,0,0,6,1,151.58,0,0.866,2.7,0.786,264.90000000000003,93.31,1,930,0.0000,0.0000,N/A
2017,1,2,2,30,0,0,0,0,0,0,8,1,146.81,0,0.866,2.7,0.79,264.90000000000003,100,1,930,0.0000,0.0000,N/A
2017,1,2,3,0,0,0,0,0,0,0,8,1,141.66,0,0.866,2.7,0.794,263.5,100,1,930,0.0000,0.0000,N/A
2017,1,2,3,30,0,0,0,0,0,0,8,1,136.3,1,0.866,2.7,0.794,263.5,100,1,930,0.0000,0.0000,N/A
2017,1,2,4,0,0,0,0,0,0,0,8,1,130.81,0,0.866,2.7,0.795,262.1,100,1,930,0.0000,0.0000,N/A
2017,1,2,4,30,0,0,0,0,0,0,8,1,125.28,0,0.866,2.7,0.791,262.1,100,1,930,0.0000,0.0000,N/A
2017,1,2,5,0,0,0,0,0,0,0,8,1,119.75,0,0.866,2.7,0.788,256.90000000000003,100,1,930,0.0000,0.0000,N/A
2017,1,2,5,30,0,0,0,0,0,0,6,1,114.25,0,0.866,2.7,0.784,256.90000000000003,100,1,930,0.0000,0.0000,N/A
2017,1,2,6,0,0,0,0,0,0,0,6,1,108.83,0,0.866,2.8000000000000003,0.781,248.9,100,1,930,0.0000,0.0000,N/A
2017,1,2,6,30,0,0,0,0,0,0,4,1,103.52,0,0.866,2.9000000000000004,0.778,248.9,100,1,930,0.0000,0.0000,N/A
2017,1,2,7,0,0,0,0,0,0,0,8,1,98.35000000000001,0,0.866,3,0.776,243,100,1,930,0.0000,0.0000,N/A
2017,1,2,7,30,0,0,0,0,0,0,8,1,93.36,0,0.866,3,0.769,243,100,1,930,0.0000,0.0000,N/A
2017,1,2,8,0,1,0,1,13,17,14,8,1,88.60000000000001,4,0.866,3.1,0.763,238,93.51,1,930,0.0000,0.0000,N/A
2017,1,2,8,30,5,0,5,47,208,68,6,1,84.11,4,0.866,3.1,0.755,238,93.53,1,930,0.0000,0.0000,N/A
2017,1,2,9,0,12,0,12,72,381,138,6,1,79.95,4,0.866,3.1,0.748,232.3,94.10000000000001,1,930,0.5721,0.4360,N/A
2017,1,2,9,30,18,0,18,90,498,209,8,1,76.17,4,0.866,3.1,0.742,232.3,94.12,1,930,0.8717,0.6685,N/A
2017,1,2,10,0,24,0,24,93,632,279,8,1,72.84,4,0.866,3.1,0.737,225.70000000000002,94.24,1,930,1.1970,0.9232,N/A
2017,1,2,10,30,29,0,29,102,684,336,6,1,70.03,0,0.866,3,0.737,225.70000000000002,94.25,1,940,1.4842,1.1493,N/A
2017,1,2,11,0,114,527,312,107,725,381,8,1,67.82000000000001,0,0.866,3,0.737,218.8,93.96000000000001,1,940,16.2766,12.6360,N/A
2017,1,2,11,30,157,345,296,112,747,413,8,1,66.25,0,0.866,3,0.738,218.8,93.96000000000001,1,940,15.6388,12.1596,N/A
2017,1,2,12,0,185,296,309,114,760,431,8,1,65.38,1,0.866,3,0.739,212.9,93.56,1,940,16.4349,12.7884,N/A
2017,1,2,12,30,158,386,320,114,761,433,8,1,65.24,0,0.866,3,0.741,212.9,93.57000000000001,1,940,17.0379,13.2591,N/A
2017,1,2,13,0,25,0,25,106,775,424,6,1,65.83,0,0.866,3,0.744,209.5,93.39,1,940,1.3251,1.0307,N/A
2017,1,2,13,30,14,0,14,103,758,397,8,1,67.13,0,0.866,2.9000000000000004,0.747,209.5,93.4,1,940,0.7345,0.5706,N/A
2017,1,2,14,0,20,0,20,98,724,357,6,1,69.10000000000001,0,0.866,2.9000000000000004,0.751,206.60000000000002,93.26,1,940,1.0321,0.8001,N/A
2017,1,2,14,30,17,0,17,90,680,304,6,1,71.69,4,0.866,2.8000000000000003,0.754,206.60000000000002,100,1,940,0.8570,0.6621,N/A
2017,1,2,15,0,13,0,13,81,610,241,8,0,74.83,4,0.866,2.8000000000000003,0.757,204.3,99.85000000000001,1,940,0.6366,0.4894,N/A
2017,1,2,15,30,9,0,9,68,513,171,8,0,78.44,4,0.866,2.8000000000000003,0.761,204.3,99.86,0,940,0.4299,0.3283,N/A
2017,1,2,16,0,5,0,5,50,369,98,8,0,82.46000000000001,4,0.866,2.8000000000000003,0.765,204.4,98.91,0,940,0.0000,0.0000,N/A
2017,1,2,16,30,1,0,1,25,144,33,8,0,86.83,4,0.866,2.8000000000000003,0.769,204.4,98.94,0,940,0.0000,0.0000,N/A
2017,1,2,17,0,0,0,0,0,0,0,4,0,91.5,0,0.866,2.9000000000000004,0.774,205.60000000000002,98.31,0,940,0.0000,0.0000,N/A
2017,1,2,17,30,0,0,0,0,0,0,8,0,96.4,0,0.866,2.9000000000000004,0.775,205.60000000000002,98.32000000000001,0,940,0.0000,0.0000,N/A
2017,1,2,18,0,0,0,0,0,0,0,8,0,101.51,0,0.866,3,0.776,205.8,98.49000000000001,0,940,0.0000,0.0000,N/A
2017,1,2,18,30,0,0,0,0,0,0,8,0,106.77,0,0.866,3,0.77,205.8,98.51,0,940,0.0000,0.0000,N/A
2017,1,2,19,0,0,0,0,0,0,0,8,0,112.15,1,0.866,3.1,0.764,205.9,98.06,0,940,0.0000,0.0000,N/A
2017,1,2,19,30,0,0,0,0,0,0,8,0,117.62,0,0.866,3.1,0.754,205.9,98.09,0,940,0.0000,0.0000,N/A
2017,1,2,20,0,0,0,0,0,0,0,8,0,123.14,0,0.866,3.1,0.745,204.8,97.26,0,940,0.0000,0.0000,N/A
2017,1,2,20,30,0,0,0,0,0,0,8,0,128.67000000000002,0,0.866,3,0.735,204.8,97.29,0,940,0.0000,0.0000,N/A
2017,1,2,21,0,0,0,0,0,0,0,8,0,134.18,0,0.866,3,0.726,202.5,96.34,0,940,0.0000,0.0000,N/A
2017,1,2,21,30,0,0,0,0,0,0,8,0,139.59,0,0.866,3,0.722,202.5,96.37,0,940,0.0000,0.0000,N/A
2017,1,2,22,0,0,0,0,0,0,0,4,0,144.83,0,0.866,3,0.718,200.20000000000002,94.74,0,940,0.0000,0.0000,N/A
2017,1,2,22,30,0,0,0,0,0,0,8,0,149.76,0,0.866,2.9000000000000004,0.712,200.20000000000002,94.76,0,940,0.0000,0.0000,N/A
2017,1,2,23,0,0,0,0,0,0,0,8,0,154.18,0,0.866,2.9000000000000004,0.707,198.8,92.56,0,940,0.0000,0.0000,N/A
2017,1,2,23,30,0,0,0,0,0,0,8,0,157.73,0,0.866,2.8000000000000003,0.7010000000000001,198.8,92.58,0,940,0.0000,0.0000,N/A
2017,1,3,0,0,0,0,0,0,0,0,8,0,159.93,0,0.866,2.8000000000000003,0.6960000000000001,197.3,90.22,0,940,0.0000,0.0000,N/A
2017,1,3,0,30,0,0,0,0,0,0,8,0,160.32,0,0.866,2.7,0.6960000000000001,197.3,96.99000000000001,0,940,0.0000,0.0000,N/A
2017,1,3,1,0,0,0,0,0,0,0,8,0,158.79,0,0.866,2.7,0.6960000000000001,195.3,94.77,0,940,0.0000,0.0000,N/A
2017,1,3,1,30,0,0,0,0,0,0,8,0,155.70000000000002,0,0.866,2.7,0.6990000000000001,195.3,94.79,0,940,0.0000,0.0000,N/A
2017,1,3,2,0,0,0,0,0,0,0,8,-1,151.58,0,0.866,2.7,0.7030000000000001,190.70000000000002,92.67,0,940,0.0000,0.0000,N/A
2017,1,3,2,30,0,0,0,0,0,0,4,-1,146.82,0,0.866,2.6,0.706,190.70000000000002,92.67,0,940,0.0000,0.0000,N/A
2017,1,3,3,0,0,0,0,0,0,0,4,-1,141.68,0,0.866,2.5,0.71,188.4,92.17,0,940,0.0000,0.0000,N/A
2017,1,3,3,30,0,0,0,0,0,0,8,-1,136.32,0,0.866,2.4000000000000004,0.717,188.4,92.17,0,940,0.0000,0.0000,N/A
2017,1,3,4,0,0,0,0,0,0,0,8,-1,130.84,0,0.866,2.3000000000000003,0.724,187.3,91.85000000000001,0,940,0.0000,0.0000,N/A
2017,1,3,4,30,0,0,0,0,0,0,8,-1,125.31,0,0.866,2.2,0.734,187.3,91.87,0,940,0.0000,0.0000,N/A
2017,1,3,5,0,0,0,0,0,0,0,8,-1,119.77,0,0.866,2.2,0.744,182.9,91.46000000000001,0,940,0.0000,0.0000,N/A
2017,1,3,5,30,0,0,0,0,0,0,8,-1,114.28,0,0.866,2.1,0.754,182.9,91.48,0,940,0.0000,0.0000,N/A
2017,1,3,6,0,0,0,0,0,0,0,8,-1,108.85000000000001,0,0.866,2,0.765,175.4,91.35000000000001,0,940,0.0000,0.0000,N/A
2017,1,3,6,30,0,0,0,0,0,0,8,-1,103.54,0,0.866,1.9000000000000001,0.772,175.4,91.36,0,940,0.0000,0.0000,N/A
2017,1,3,7,0,0,0,0,0,0,0,8,-1,98.36,0,0.866,1.9000000000000001,0.78,164.5,90.58,0,940,0.0000,0.0000,N/A
2017,1,3,7,30,0,0,0,0,0,0,8,-1,93.37,0,0.866,1.8,0.788,164.5,90.59,0,940,0.0000,0.0000,N/A
2017,1,3,8,0,7,0,7,14,105,16,8,0,88.60000000000001,4,0.866,1.7000000000000002,0.796,152.8,93.24,0,940,0.0000,0.0000,N/A
2017,1,3,8,30,31,0,31,36,380,75,4,0,84.10000000000001,4,0.866,1.6,0.809,152.8,93.25,0,940,0.0000,0.0000,N/A
2017,1,3,9,0,61,2,62,52,552,149,6,0,79.93,4,0.866,1.6,0.8230000000000001,142.1,95.49,1,940,2.9560,2.2528,N/A
2017,1,3,9,30,89,13,92,64,654,221,8,0,76.14,4,0.866,1.6,0.84,142.1,95.49,1,940,4.4563,3.4176,N/A
2017,1,3,10,0,113,22,120,71,734,288,8,1,72.8,4,0.866,1.6,0.858,134.9,93.5,1,940,5.9870,4.6181,N/A
2017,1,3,10,30,133,30,144,78,778,344,8,1,69.98,0,0.866,1.6,0.88,134.9,93.48,1,940,7.3732,5.7099,N/A
2017,1,3,11,0,129,0,129,83,809,389,8,1,67.75,0,0.866,1.7000000000000002,0.902,133.4,95.58,1,940,6.7337,5.2279,N/A
2017,1,3,11,30,52,0,52,86,827,420,6,1,66.17,0,0.866,1.6,0.925,133.4,95.53,1,940,2.7491,2.1376,N/A
2017,1,3,12,0,62,0,62,87,841,438,8,1,65.29,0,0.866,1.6,0.9480000000000001,127,90.06,2,940,3.2999,2.5679,N/A
2017,1,3,12,30,102,0,102,87,841,441,8,1,65.13,0,0.866,1.5,0.975,127,96.63,2,940,5.4353,4.2302,N/A
2017,1,3,13,0,118,0,118,88,827,428,8,1,65.71000000000001,0,0.866,1.4000000000000001,1.002,113,96.85000000000001,2,940,6.2604,4.8700,N/A
2017,1,3,13,30,86,0,86,85,811,402,8,1,67.01,0,0.866,1.4000000000000001,1.034,113,96.8,1,940,4.5164,3.5091,N/A
2017,1,3,14,0,135,19,142,79,790,362,8,1,68.97,0,0.866,1.4000000000000001,1.066,88.10000000000001,96.36,1,940,7.3358,5.6879,N/A
2017,1,3,14,30,118,13,122,73,751,310,8,1,71.56,4,0.866,1.6,1.097,88.10000000000001,96.32000000000001,1,940,6.1574,4.7583,N/A
