Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,177496,-,-,-,42.37,-124.1,-8,710,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2015,1,1,0,0,0,0,0,0,0,0,1,0,160.21,0,0.866,3.1,0.402,39.400000000000006,87.32000000000001,0,950,0.0000,0.0000,N/A
2015,1,1,0,30,0,0,0,0,0,0,1,0,160.52,0,0.866,3.1,0.41200000000000003,39.400000000000006,87.3,0,950,0.0000,0.0000,N/A
2015,1,1,1,0,0,0,0,0,0,0,4,-1,158.91,0,0.866,3.1,0.422,41.2,84.69,0,950,0.0000,0.0000,N/A
2015,1,1,1,30,0,0,0,0,0,0,4,-1,155.75,0,0.866,3.1,0.435,41.2,84.68,0,950,0.0000,0.0000,N/A
2015,1,1,2,0,0,0,0,0,0,0,4,-1,151.58,0,0.866,3.1,0.449,42.400000000000006,82.51,0,950,0.0000,0.0000,N/A
2015,1,1,2,30,0,0,0,0,0,0,3,-1,146.78,0,0.866,3,0.465,42.400000000000006,82.49,0,950,0.0000,0.0000,N/A
2015,1,1,3,0,0,0,0,0,0,0,3,-1,141.62,0,0.866,3,0.483,42.800000000000004,81.14,0,950,0.0000,0.0000,N/A
2015,1,1,3,30,0,0,0,0,0,0,3,-1,136.25,0,0.866,3,0.5,42.800000000000004,81.13,0,950,0.0000,0.0000,N/A
2015,1,1,4,0,0,0,0,0,0,0,3,-2,130.77,0,0.866,3,0.517,42.800000000000004,80.13,0,950,0.0000,0.0000,N/A
2015,1,1,4,30,0,0,0,0,0,0,3,-2,125.23,0,0.866,3,0.533,42.800000000000004,80.12,0,950,0.0000,0.0000,N/A
2015,1,1,5,0,0,0,0,0,0,0,3,-2,119.7,0,0.866,3,0.549,43.7,79.39,0,950,0.0000,0.0000,N/A
2015,1,1,5,30,0,0,0,0,0,0,1,-2,114.21000000000001,0,0.866,3,0.562,43.7,79.39,0,950,0.0000,0.0000,N/A
2015,1,1,6,0,0,0,0,0,0,0,3,-2,108.79,0,0.866,3,0.5760000000000001,45.6,78.94,0,950,0.0000,0.0000,N/A
2015,1,1,6,30,0,0,0,0,0,0,3,-2,103.48,0,0.866,3,0.587,45.6,78.94,0,950,0.0000,0.0000,N/A
2015,1,1,7,0,0,0,0,0,0,0,3,-2,98.32000000000001,0,0.866,3,0.598,48.900000000000006,78.8,0,950,0.0000,0.0000,N/A
2015,1,1,7,30,0,0,0,0,0,0,3,-2,93.35000000000001,0,0.866,2.9000000000000004,0.607,48.900000000000006,78.81,0,950,0.0000,0.0000,N/A
2015,1,1,8,0,19,0,19,12,292,19,3,-2,88.59,4,0.866,2.8000000000000003,0.616,51.900000000000006,80.19,0,950,0.0000,0.0000,N/A
2015,1,1,8,30,27,550,84,27,550,84,0,-2,84.11,0,0.866,2.6,0.625,51.900000000000006,74.66,1,950,0.0000,0.0000,N/A
2015,1,1,9,0,38,690,159,38,690,159,0,-1,79.96000000000001,0,0.866,2.5,0.635,50.300000000000004,72.69,2,950,7.5810,5.7774,N/A
2015,1,1,9,30,46,776,232,46,776,232,0,-1,76.2,0,0.866,2.3000000000000003,0.647,50.300000000000004,67.74,3,950,11.2325,8.6133,N/A
2015,1,1,10,0,80,528,236,55,824,298,3,0,72.89,0,0.866,2.2,0.66,43.2,69.41,4,950,11.7645,9.0733,N/A
2015,1,1,10,30,60,862,354,60,862,354,0,0,70.10000000000001,0,0.866,2,0.677,43.2,64.75,5,950,18.1064,14.0197,N/A
2015,1,1,11,0,64,887,397,64,887,397,0,1,67.9,0,0.866,1.9000000000000001,0.6940000000000001,33,66.61,6,950,20.6971,16.0664,N/A
2015,1,1,11,30,66,902,428,66,902,428,0,1,66.35,0,0.866,1.8,0.713,33,66.59,6,950,22.5952,17.5667,N/A
2015,1,1,12,0,68,909,445,68,909,445,0,2,65.5,1,0.866,1.8,0.733,25,67.59,7,950,23.6470,18.3984,N/A
2015,1,1,12,30,68,909,447,68,909,447,0,2,65.38,0,0.866,1.8,0.748,25,67.57000000000001,7,950,23.7748,18.4997,N/A
2015,1,1,13,0,69,897,434,69,897,434,0,3,65.99,0,0.866,1.8,0.763,22.200000000000003,67.93,8,950,22.9762,17.8688,N/A
2015,1,1,13,30,67,883,408,67,883,408,0,3,67.3,0,0.866,1.8,0.774,22.200000000000003,67.93,8,950,21.3762,16.6038,N/A
2015,1,1,14,0,64,858,367,64,858,367,0,4,69.29,0,0.866,1.9000000000000001,0.785,22,73.75,8,950,18.9067,14.6539,N/A
2015,1,1,14,30,59,823,315,59,823,315,0,4,71.88,0,0.866,1.9000000000000001,0.791,22,78.91,7,950,15.8511,12.2438,N/A
2015,1,1,15,0,53,771,252,53,771,252,0,4,75.03,0,0.866,2,0.797,26.3,83.52,6,950,12.3196,9.4671,N/A
2015,1,1,15,30,45,693,181,45,693,181,0,4,78.64,0,0.866,2.1,0.8,26.3,89.46000000000001,5,950,8.6399,6.5963,N/A
2015,1,1,16,0,31,574,104,31,574,104,0,2,82.67,0,0.096,2.2,0.804,32.6,85.95,4,950,0.0000,0.0000,N/A
2015,1,1,16,30,17,362,36,17,362,36,0,2,87.04,0,0.096,2.2,0.806,32.6,92.17,3,950,0.0000,0.0000,N/A
2015,1,1,17,0,0,0,0,0,0,0,0,2,91.71000000000001,0,0.096,2.3000000000000003,0.809,39.6,88.84,3,950,0.0000,0.0000,N/A
2015,1,1,17,30,0,0,0,0,0,0,0,2,96.62,0,0.096,2.3000000000000003,0.812,39.6,88.84,3,950,0.0000,0.0000,N/A
2015,1,1,18,0,0,0,0,0,0,0,0,2,101.72,0,0.096,2.4000000000000004,0.8150000000000001,43.800000000000004,87.97,3,950,0.0000,0.0000,N/A
2015,1,1,18,30,0,0,0,0,0,0,0,2,106.98,0,0.096,2.4000000000000004,0.8190000000000001,43.800000000000004,94.38,2,950,0.0000,0.0000,N/A
2015,1,1,19,0,0,0,0,0,0,0,1,2,112.36,0,0.096,2.5,0.8240000000000001,47.7,93.81,2,950,0.0000,0.0000,N/A
2015,1,1,19,30,0,0,0,0,0,0,0,2,117.83,0,0.096,2.5,0.8290000000000001,47.7,93.8,2,950,0.0000,0.0000,N/A
2015,1,1,20,0,0,0,0,0,0,0,0,2,123.35000000000001,0,0.096,2.5,0.835,52.300000000000004,93.60000000000001,2,950,0.0000,0.0000,N/A
2015,1,1,20,30,0,0,0,0,0,0,0,2,128.89000000000001,0,0.096,2.4000000000000004,0.841,52.300000000000004,93.60000000000001,2,950,0.0000,0.0000,N/A
2015,1,1,21,0,0,0,0,0,0,0,0,1,134.39000000000001,0,0.096,2.3000000000000003,0.848,56.300000000000004,92.9,2,950,0.0000,0.0000,N/A
2015,1,1,21,30,0,0,0,0,0,0,0,1,139.81,0,0.096,2.2,0.858,56.300000000000004,92.9,2,950,0.0000,0.0000,N/A
2015,1,1,22,0,0,0,0,0,0,0,0,1,145.05,0,0.096,2.1,0.868,59.2,91.58,2,950,0.0000,0.0000,N/A
2015,1,1,22,30,0,0,0,0,0,0,0,1,149.98,0,0.096,2,0.882,59.2,91.59,2,950,0.0000,0.0000,N/A
2015,1,1,23,0,0,0,0,0,0,0,0,1,154.39000000000001,0,0.096,2,0.896,63.300000000000004,89.60000000000001,2,950,0.0000,0.0000,N/A
2015,1,1,23,30,0,0,0,0,0,0,1,1,157.93,0,0.096,1.9000000000000001,0.912,63.300000000000004,89.60000000000001,2,950,0.0000,0.0000,N/A
2015,1,2,0,0,0,0,0,0,0,0,0,1,160.11,0,0.096,1.9000000000000001,0.928,66.5,86.74,2,950,0.0000,0.0000,N/A
2015,1,2,0,30,0,0,0,0,0,0,0,1,160.45000000000002,0,0.096,1.8,0.9450000000000001,66.5,86.74,2,950,0.0000,0.0000,N/A
2015,1,2,1,0,0,0,0,0,0,0,1,0,158.87,0,0.096,1.7000000000000002,0.963,68.8,84.12,2,950,0.0000,0.0000,N/A
2015,1,2,1,30,0,0,0,0,0,0,1,0,155.74,0,0.096,1.6,0.982,68.8,84.12,2,950,0.0000,0.0000,N/A
2015,1,2,2,0,0,0,0,0,0,0,1,0,151.58,0,0.096,1.5,1,71.60000000000001,82.25,2,950,0.0000,0.0000,N/A
2015,1,2,2,30,0,0,0,0,0,0,1,0,146.8,0,0.096,1.4000000000000001,1.02,71.60000000000001,82.24,2,950,0.0000,0.0000,N/A
2015,1,2,3,0,0,0,0,0,0,0,4,0,141.65,0,0.096,1.3,1.043,67.10000000000001,80.85000000000001,2,950,0.0000,0.0000,N/A
2015,1,2,3,30,0,0,0,0,0,0,1,0,136.28,0,0.096,1.2000000000000002,1.067,67.10000000000001,80.84,2,950,0.0000,0.0000,N/A
2015,1,2,4,0,0,0,0,0,0,0,1,0,130.8,0,0.096,1.1,1.091,51.6,79.54,2,950,0.0000,0.0000,N/A
2015,1,2,4,30,0,0,0,0,0,0,0,0,125.27,0,0.096,1.1,1.117,51.6,79.56,2,950,0.0000,0.0000,N/A
2015,1,2,5,0,0,0,0,0,0,0,1,0,119.73,0,0.096,1.1,1.143,36.800000000000004,73.31,3,950,0.0000,0.0000,N/A
2015,1,2,5,30,0,0,0,0,0,0,1,0,114.24000000000001,0,0.096,1.1,1.167,36.800000000000004,73.33,3,950,0.0000,0.0000,N/A
2015,1,2,6,0,0,0,0,0,0,0,1,0,108.82000000000001,0,0.096,1.2000000000000002,1.192,33.7,73.09,3,950,0.0000,0.0000,N/A
2015,1,2,6,30,0,0,0,0,0,0,1,0,103.51,0,0.096,1.2000000000000002,1.21,33.7,73.10000000000001,3,950,0.0000,0.0000,N/A
2015,1,2,7,0,0,0,0,0,0,0,1,0,98.34,0,0.096,1.3,1.23,32.6,72.62,3,950,0.0000,0.0000,N/A
2015,1,2,7,30,0,0,0,0,0,0,1,0,93.36,0,0.096,1.3,1.246,32.6,72.64,3,950,0.0000,0.0000,N/A
2015,1,2,8,0,11,242,17,11,242,17,1,0,88.60000000000001,0,0.096,1.3,1.2630000000000001,25.1,78.22,3,950,0.0000,0.0000,N/A
2015,1,2,8,30,26,497,77,26,497,77,0,0,84.11,0,0.096,1.4000000000000001,1.28,25.1,72.97,4,950,0.0000,0.0000,N/A
2015,1,2,9,0,36,639,147,36,639,147,0,2,79.95,0,0.096,1.5,1.298,16.900000000000002,76.84,5,950,7.0087,5.3414,N/A
2015,1,2,9,30,43,727,216,43,727,216,0,2,76.18,0,0.096,1.5,1.315,16.900000000000002,76.84,5,950,10.4595,8.0208,N/A
2015,1,2,10,0,48,784,279,48,784,279,0,1,72.86,0,0.096,1.5,1.332,22.700000000000003,70.35000000000001,6,950,13.9120,10.7300,N/A
2015,1,2,10,30,51,823,332,51,823,332,0,1,70.06,0,0.096,1.3,1.347,22.700000000000003,70.33,6,950,16.9872,13.1538,N/A
2015,1,2,11,0,54,848,374,54,848,374,0,2,67.85,0,0.096,1.2000000000000002,1.362,21.900000000000002,68.98,7,950,19.5062,15.1427,N/A
2015,1,2,11,30,56,864,403,56,864,403,0,2,66.29,0,0.096,1.1,1.385,21.900000000000002,68.96000000000001,7,950,21.2854,16.5493,N/A
2015,1,2,12,0,58,868,419,58,868,419,0,3,65.42,0,0.096,1,1.409,0.6000000000000001,66.94,8,950,22.2788,17.3351,N/A
2015,1,2,12,30,58,868,421,58,868,421,0,3,65.29,0,0.096,1.1,1.434,0.6000000000000001,66.93,8,950,22.4071,17.4368,N/A
2015,1,2,13,0,62,844,407,62,844,407,0,3,65.88,0,0.096,1.3,1.46,339.6,70.52,8,950,21.5651,16.7730,N/A
2015,1,2,13,30,61,829,382,61,829,382,0,3,67.19,0,0.096,1.5,1.468,339.6,70.52,8,950,20.0319,15.5613,N/A
2015,1,2,14,0,60,798,344,60,798,344,0,4,69.17,0,0.096,1.7000000000000002,1.478,343.5,74.09,8,950,17.7404,13.7519,N/A
2015,1,2,14,30,56,761,295,56,761,295,0,4,71.76,0,0.096,1.8,1.472,343.5,79.27,7,950,14.8612,11.4812,N/A
2015,1,2,15,0,52,701,235,52,701,235,0,4,74.9,0,0.096,2,1.466,354.70000000000005,81.27,7,950,11.5016,8.8406,N/A
2015,1,2,15,30,45,620,168,45,620,168,0,4,78.51,0,0.096,2.2,1.447,354.70000000000005,86.99,6,950,8.0228,6.1264,N/A
2015,1,2,16,0,34,492,98,34,492,98,0,4,82.53,0,0.096,2.4000000000000004,1.429,5.1000000000000005,87.27,5,950,0.0000,0.0000,N/A
2015,1,2,16,30,19,277,34,19,277,34,0,4,86.9,0,0.096,2.5,1.411,5.1000000000000005,93.53,4,950,0.0000,0.0000,N/A
